2021-08-18T14:39:56,DOGE,0.3146
2021-08-18T14:51:16,ADA,2.1176
2021-08-18T14:51:16,MATIC,1.3661
2021-08-18T14:51:16,ENJ,1.534
2021-08-18T14:51:16,DOGE,0.3117
2021-08-18T15:02:14,ADA,2.1105
2021-08-18T15:02:14,MATIC,1.3641
2021-08-18T15:02:14,ENJ,1.533
2021-08-18T15:02:14,DOGE,0.3103
2021-08-18T15:13:20,ADA,2.1085
2021-08-18T15:13:20,MATIC,1.3605
2021-08-18T15:13:20,ENJ,1.537
2021-08-18T15:13:20,DOGE,0.3103
2021-08-18T15:24:19,ADA,2.085
2021-08-18T15:24:19,MATIC,1.3437
2021-08-18T15:24:19,ENJ,1.519
2021-08-18T15:24:19,DOGE,0.3048
2021-08-18T15:35:15,ADA,2.0907
2021-08-18T15:35:15,MATIC,1.3333
2021-08-18T15:35:15,ENJ,1.511
2021-08-18T15:35:15,DOGE,0.2999
2021-08-18T15:45:56,ADA,2.096
2021-08-18T15:45:56,MATIC,1.3312
2021-08-18T15:45:56,ENJ,1.507
2021-08-18T15:45:56,DOGE,0.3021
2021-08-18T15:56:51,ADA,2.0588
2021-08-18T15:56:51,MATIC,1.3203
2021-08-18T15:56:51,ENJ,1.503
2021-08-18T15:56:51,DOGE,0.2997
2021-08-18T16:08:14,ADA,2.0742
2021-08-18T16:08:14,MATIC,1.3231
2021-08-18T16:08:14,ENJ,1.501
2021-08-18T16:08:14,DOGE,0.3008
2021-08-18T16:19:35,ADA,2.0765
2021-08-18T16:19:35,MATIC,1.3282
2021-08-18T16:19:35,ENJ,1.501
2021-08-18T16:19:35,DOGE,0.2991
2021-08-18T16:30:49,ADA,2.0667
2021-08-18T16:30:49,MATIC,1.3224
2021-08-18T16:30:49,ENJ,1.498
2021-08-18T16:30:49,DOGE,0.2975
2021-08-18T16:41:49,ADA,2.0614
2021-08-18T16:41:49,MATIC,1.3082
2021-08-18T16:41:49,ENJ,1.494
2021-08-18T16:41:49,DOGE,0.2977
2021-08-18T16:52:41,ADA,2.0545
2021-08-18T16:52:41,MATIC,1.3032
2021-08-18T16:52:41,ENJ,1.485
2021-08-18T16:52:41,DOGE,0.2963
2021-08-18T17:03:37,ADA,2.0598
2021-08-18T17:03:37,MATIC,1.3083
2021-08-18T17:03:37,ENJ,1.487
2021-08-18T17:03:37,DOGE,0.2963
2021-08-18T17:14:28,ADA,2.0766
2021-08-18T17:14:28,MATIC,1.3129
2021-08-18T17:14:28,ENJ,1.49
2021-08-18T17:14:28,DOGE,0.299
2021-08-18T17:25:47,ADA,2.0673
2021-08-18T17:25:47,MATIC,1.3077
2021-08-18T17:25:47,ENJ,1.489
2021-08-18T17:25:47,DOGE,0.2984
2021-08-18T17:37:14,ADA,2.0663
2021-08-18T17:37:14,MATIC,1.3127
2021-08-18T17:37:14,ENJ,1.485
2021-08-18T17:37:14,DOGE,0.2977
2021-08-18T17:48:41,ADA,2.0854
2021-08-18T17:48:41,MATIC,1.3203
2021-08-18T17:48:41,ENJ,1.491
2021-08-18T17:48:41,DOGE,0.2992
2021-08-18T17:59:51,ADA,2.0952
2021-08-18T17:59:51,MATIC,1.3171
2021-08-18T17:59:51,ENJ,1.495
2021-08-18T17:59:51,DOGE,0.2995
2021-08-18T18:10:48,ADA,2.1095
2021-08-18T18:10:48,MATIC,1.3237
2021-08-18T18:10:48,ENJ,1.5
2021-08-18T18:10:48,DOGE,0.3032
2021-08-18T18:21:39,ADA,2.1216
2021-08-18T18:21:39,MATIC,1.328
2021-08-18T18:21:39,ENJ,1.507
2021-08-18T18:21:39,DOGE,0.3048
2021-08-18T18:32:27,ADA,2.1315
2021-08-18T18:32:27,MATIC,1.3336
2021-08-18T18:32:27,ENJ,1.52
2021-08-18T18:32:27,DOGE,0.306
2021-08-18T18:43:20,ADA,2.1152
2021-08-18T18:43:20,MATIC,1.3302
2021-08-18T18:43:20,ENJ,1.514
2021-08-18T18:43:20,DOGE,0.3052
2021-08-18T18:54:13,ADA,2.1329
2021-08-18T18:54:13,MATIC,1.3377
2021-08-18T18:54:13,ENJ,1.526
2021-08-18T18:54:13,DOGE,0.3059
2021-08-18T19:04:52,ADA,2.1467
2021-08-18T19:04:52,MATIC,1.3523
2021-08-18T19:04:52,ENJ,1.535
2021-08-18T19:04:52,DOGE,0.3084
2021-08-18T19:15:37,ADA,2.1329
2021-08-18T19:15:37,MATIC,1.35
2021-08-18T19:15:37,ENJ,1.54
2021-08-18T19:15:37,DOGE,0.3091
2021-08-18T19:26:29,ADA,2.1344
2021-08-18T19:26:29,MATIC,1.3541
2021-08-18T19:26:29,ENJ,1.547
2021-08-18T19:26:29,DOGE,0.3086
2021-08-18T19:37:22,ADA,2.144
2021-08-18T19:37:22,MATIC,1.36
2021-08-18T19:37:22,ENJ,1.542
2021-08-18T19:37:22,DOGE,0.3109
2021-08-18T19:48:15,ADA,2.134
2021-08-18T19:48:15,MATIC,1.3613
2021-08-18T19:48:15,ENJ,1.536
2021-08-18T19:48:15,DOGE,0.307
2021-08-18T19:59:11,ADA,2.1064
2021-08-18T19:59:11,MATIC,1.337
2021-08-18T19:59:11,ENJ,1.524
2021-08-18T19:59:11,DOGE,0.3036
2021-08-18T20:10:14,ADA,2.1302
2021-08-18T20:10:14,MATIC,1.3446
2021-08-18T20:10:14,ENJ,1.527
2021-08-18T20:10:14,DOGE,0.3039
2021-08-18T20:21:52,ADA,2.137
2021-08-18T20:21:52,MATIC,1.3336
2021-08-18T20:21:52,ENJ,1.509
2021-08-18T20:21:52,DOGE,0.3017
2021-08-18T20:33:24,ADA,2.1583
2021-08-18T20:33:24,MATIC,1.3354
2021-08-18T20:33:24,ENJ,1.503
2021-08-18T20:33:24,DOGE,0.3023
2021-08-18T20:45:02,ADA,2.177
2021-08-18T20:45:02,MATIC,1.344
2021-08-18T20:45:02,ENJ,1.512
2021-08-18T20:45:02,DOGE,0.3047
2021-08-18T20:56:44,ADA,2.1634
2021-08-18T20:56:44,MATIC,1.3517
2021-08-18T20:56:44,ENJ,1.522
2021-08-18T20:56:44,DOGE,0.3097
2021-08-18T21:08:23,ADA,2.1584
2021-08-18T21:08:23,MATIC,1.3507
2021-08-18T21:08:23,ENJ,1.525
2021-08-18T21:08:23,DOGE,0.3076
2021-08-18T21:20:03,ADA,2.1642
2021-08-18T21:20:03,MATIC,1.3537
2021-08-18T21:20:03,ENJ,1.528
2021-08-18T21:20:03,DOGE,0.309
2021-08-18T21:31:44,ADA,2.151
2021-08-18T21:31:44,MATIC,1.3639
2021-08-18T21:31:44,ENJ,1.533
2021-08-18T21:31:44,DOGE,0.3083
2021-08-18T21:42:58,ADA,2.1408
2021-08-18T21:42:58,MATIC,1.3588
2021-08-18T21:42:58,ENJ,1.525
2021-08-18T21:42:58,DOGE,0.3091
2021-08-18T21:54:06,ADA,2.1353
2021-08-18T21:54:06,MATIC,1.3494
2021-08-18T21:54:06,ENJ,1.511
2021-08-18T21:54:06,DOGE,0.3074
2021-08-18T22:04:59,ADA,2.1271
2021-08-18T22:04:59,MATIC,1.3395
2021-08-18T22:04:59,ENJ,1.498
2021-08-18T22:04:59,DOGE,0.3044
2021-08-18T22:15:49,ADA,2.1359
2021-08-18T22:15:49,MATIC,1.3372
2021-08-18T22:15:49,ENJ,1.491
2021-08-18T22:15:49,DOGE,0.3032
2021-08-18T22:26:44,ADA,2.1419
2021-08-18T22:26:44,MATIC,1.3381
2021-08-18T22:26:44,ENJ,1.486
2021-08-18T22:26:44,DOGE,0.3024
2021-08-18T22:37:38,ADA,2.1564
2021-08-18T22:37:38,MATIC,1.3509
2021-08-18T22:37:38,ENJ,1.495
2021-08-18T22:37:38,DOGE,0.3062
2021-08-18T22:48:30,ADA,2.1498
2021-08-18T22:48:30,MATIC,1.342
2021-08-18T22:48:30,ENJ,1.499
2021-08-18T22:48:30,DOGE,0.3046
2021-08-18T22:59:21,ADA,2.1468
2021-08-18T22:59:21,MATIC,1.3357
2021-08-18T22:59:21,ENJ,1.494
2021-08-18T22:59:21,DOGE,0.3035
2021-08-18T23:10:12,ADA,2.1085
2021-08-18T23:10:12,MATIC,1.3195
2021-08-18T23:10:12,ENJ,1.479
2021-08-18T23:10:12,DOGE,0.299
2021-08-18T23:21:34,ADA,2.0992
2021-08-18T23:21:34,MATIC,1.3178
2021-08-18T23:21:34,ENJ,1.478
2021-08-18T23:21:34,DOGE,0.2996
2021-08-18T23:32:28,ADA,2.0834
2021-08-18T23:32:28,MATIC,1.3091
2021-08-18T23:32:28,ENJ,1.47
2021-08-18T23:32:28,DOGE,0.2971
2021-08-18T23:43:25,ADA,2.0943
2021-08-18T23:43:25,MATIC,1.3092
2021-08-18T23:43:25,ENJ,1.475
2021-08-18T23:43:25,DOGE,0.2982
2021-08-18T23:54:23,ADA,2.107
2021-08-18T23:54:23,MATIC,1.3185
2021-08-18T23:54:23,ENJ,1.482
2021-08-18T23:54:23,DOGE,0.3
