2021-08-18T09:26:38,ADA,1.9939
2021-08-18T09:26:38,MATIC,1.3531
2021-08-18T09:26:38,ENJ,1.526
2021-08-18T09:26:38,DOGE,0.2942
2021-08-18T09:37:21,ADA,1.9904
2021-08-18T09:37:21,MATIC,1.3444
2021-08-18T09:37:21,ENJ,1.519
2021-08-18T09:37:21,DOGE,0.2928
2021-08-18T09:48:06,ADA,1.9754
2021-08-18T09:48:06,MATIC,1.3356
2021-08-18T09:48:06,ENJ,1.507
2021-08-18T09:48:06,DOGE,0.2897
2021-08-18T09:59:04,ADA,1.982
2021-08-18T09:59:04,MATIC,1.3458
2021-08-18T09:59:04,ENJ,1.519
2021-08-18T09:59:04,DOGE,0.2922
2021-08-18T10:10:09,ADA,1.9859
2021-08-18T10:10:09,MATIC,1.3448
2021-08-18T10:10:09,ENJ,1.519
2021-08-18T10:10:09,DOGE,0.2931
2021-08-18T10:21:09,ADA,1.9992
2021-08-18T10:21:09,MATIC,1.3567
2021-08-18T10:21:09,ENJ,1.528
2021-08-18T10:21:09,DOGE,0.295
2021-08-18T10:32:39,ADA,1.9943
2021-08-18T10:32:39,MATIC,1.3456
2021-08-18T10:32:39,ENJ,1.524
2021-08-18T10:32:39,DOGE,0.2932
2021-08-18T10:44:03,ADA,2.0076
2021-08-18T10:44:03,MATIC,1.3546
2021-08-18T10:44:03,ENJ,1.529
2021-08-18T10:44:03,DOGE,0.2943
2021-08-18T10:55:47,ADA,2.011
2021-08-18T10:55:47,MATIC,1.3573
2021-08-18T10:55:47,ENJ,1.532
2021-08-18T10:55:47,DOGE,0.2952
2021-08-18T11:07:25,ADA,1.9974
2021-08-18T11:07:25,MATIC,1.3504
2021-08-18T11:07:25,ENJ,1.519
2021-08-18T11:07:25,DOGE,0.2944
2021-08-18T11:18:20,ADA,1.9854
2021-08-18T11:18:20,MATIC,1.3401
2021-08-18T11:18:20,ENJ,1.517
2021-08-18T11:18:20,DOGE,0.2925
2021-08-18T11:30:08,ADA,1.9938
2021-08-18T11:30:08,MATIC,1.3385
2021-08-18T11:30:08,ENJ,1.512
2021-08-18T11:30:08,DOGE,0.291
2021-08-18T11:41:06,ADA,2.0178
2021-08-18T11:41:06,MATIC,1.35
2021-08-18T11:41:06,ENJ,1.52
2021-08-18T11:41:06,DOGE,0.303
2021-08-18T11:52:08,ADA,2.0465
2021-08-18T11:52:08,MATIC,1.373
2021-08-18T11:52:08,ENJ,1.543
2021-08-18T11:52:08,DOGE,0.319
2021-08-18T12:03:01,ADA,2.0611
2021-08-18T12:03:01,MATIC,1.3791
2021-08-18T12:03:01,ENJ,1.552
2021-08-18T12:03:01,DOGE,0.318
2021-08-18T12:13:59,ADA,2.0818
2021-08-18T12:13:59,MATIC,1.3757
2021-08-18T12:13:59,ENJ,1.549
2021-08-18T12:13:59,DOGE,0.3169
2021-08-18T12:25:15,ADA,2.0701
2021-08-18T12:25:15,MATIC,1.3689
2021-08-18T12:25:15,ENJ,1.547
2021-08-18T12:25:15,DOGE,0.3164
2021-08-18T12:36:11,ADA,2.0867
2021-08-18T12:36:11,MATIC,1.3789
2021-08-18T12:36:11,ENJ,1.552
2021-08-18T12:36:11,DOGE,0.3192
2021-08-18T12:47:24,ADA,2.09
2021-08-18T12:47:24,MATIC,1.3997
2021-08-18T12:47:24,ENJ,1.558
2021-08-18T12:47:24,DOGE,0.3206
2021-08-18T12:59:11,ADA,2.1264
2021-08-18T12:59:11,MATIC,1.3994
2021-08-18T12:59:11,ENJ,1.562
2021-08-18T12:59:11,DOGE,0.3241
2021-08-18T13:10:54,ADA,2.1281
2021-08-18T13:10:54,MATIC,1.3965
2021-08-18T13:10:54,ENJ,1.563
2021-08-18T13:10:54,DOGE,0.3196
2021-08-18T13:23:13,ADA,2.15
2021-08-18T13:23:13,MATIC,1.3953
2021-08-18T13:23:13,ENJ,1.559
2021-08-18T13:23:13,DOGE,0.3198
2021-08-18T13:34:01,ADA,2.1357
2021-08-18T13:34:01,MATIC,1.3946
2021-08-18T13:34:01,ENJ,1.565
2021-08-18T13:34:01,DOGE,0.319
2021-08-18T13:45:14,ADA,2.1421
2021-08-18T13:45:14,MATIC,1.3909
2021-08-18T13:45:14,ENJ,1.561
2021-08-18T13:45:14,DOGE,0.3201
2021-08-18T13:56:13,ADA,2.1517
2021-08-18T13:56:13,MATIC,1.3931
2021-08-18T13:56:13,ENJ,1.562
2021-08-18T13:56:13,DOGE,0.3213
2021-08-18T14:07:00,ADA,2.1537
2021-08-18T14:07:00,MATIC,1.3925
2021-08-18T14:07:00,ENJ,1.565
2021-08-18T14:07:00,DOGE,0.3218
2021-08-18T14:17:54,ADA,2.1233
2021-08-18T14:17:54,MATIC,1.373
2021-08-18T14:17:54,ENJ,1.546
2021-08-18T14:17:54,DOGE,0.315
2021-08-18T14:28:49,ADA,2.1365
2021-08-18T14:28:49,MATIC,1.3704
2021-08-18T14:28:49,ENJ,1.536
2021-08-18T14:28:49,DOGE,0.3146
2021-08-18T14:39:56,ADA,2.1371
2021-08-18T14:39:56,MATIC,1.3748
2021-08-18T14:39:56,ENJ,1.541
